title,artist,genres,popularity,danceability,energy,tempo,valence,instrumentalness,acousticness,track_id,artist_id,Primary genre,final genre
Sisters Are Doing It for Themselves (The Factory Team Remix),T-Zone,deep eurodance; workout product,27,0.67,0.798,135.959,0.619,6.92e-05,0.00364,1i4St7fmSUE9nB3R9n8fol,2KBysM2TIIjDzF88Irv2bl,deep eurodance,Other
All By Myself,Céline Dion,canadian pop,0,0.344,0.325,118.556,0.0773,0.0239,0.348,20EpQjfV7B4ZQJkIdHO1Tw,4S9EykWXhStSc15wEx8QFK,canadian pop,Pop
I Honestly Love You,Olivia Newton-John,adult standards; australian dance; disco; mellow gold; soft rock,0,0.357,0.211,133.928,0.172,0.000186,0.965,5wOIHAwXD6A5cqLmQJ7YMh,4BoRxUdrcgbbq1rxJvvhg9,adult standards,Pop
Summer Nights - From “Grease” Soundtrack,John Travolta,hollywood,0,0.723,0.723,124.185,0.679,2.09e-05,0.651,5to4N08x1jkGCwWgrJYPSq,4hKkEHkaqCsyxNxXEsszVH,hollywood,Other
Love You I Do,Jennifer Hudson,dance pop; r&b; urban contemporary,44,0.822,0.669,116.98,0.55,0.0,0.203,3LeSaLcjfyeVER5BIl634d,35GL8Cu2GKTcHzKGi75xl5,dance pop,Pop
Respect,Aretha Franklin,classic soul; jazz blues; memphis soul; soul; southern soul; vocal jazz,73,0.805,0.558,114.95,0.965,2.2e-05,0.164,7s25THrKz86DM225dOYwnr,7nwUJBm0HE4ZxD3f5cy5ok,classic soul,R&B
Happy Together,The Turtles,bubblegum pop; classic rock; folk rock; merseybeat; psychedelic rock; rock-and-roll; rockabilly,74,0.584,0.367,120.175,0.588,1.38e-05,0.55,1JO1xLtVc8mWhIoE3YaCL0,2VIoWte1HPDbZ2WqHd2La7,bubblegum pop,Other
"Love Is All Around - From ""Four Weddings And A Funeral""",Wet Wet Wet,boy band; new romantic; new wave pop; soft rock; sophisti-pop,67,0.523,0.689,84.09,0.547,0.0,0.228,0PCGfA36HrVPmsBZJ57zOU,2u0gw0uCWBMiqV7h0N8kai,boy band,Pop
"Come What May - From ""Moulin Rouge"" Soundtrack",Nicole Kidman,hollywood,42,0.322,0.52,132.123,0.13,3.69e-06,0.716,5cCAnk1sHJDdqqNIScOkZU,0ExYzTb7raTAfsXPtiI5vq,hollywood,Other
You're So Vain,Carly Simon,classic rock; folk; folk rock; mellow gold; singer-songwriter; soft rock,75,0.66,0.68,106.187,0.671,6.7e-06,0.153,2DnJjbjNTV9Nd5NOa1KGba,4FtSnMlCVxCswABUmdhwpm,classic rock,Rock
The Shoop Shoop Song (It's in His Kiss),Aretha Franklin,classic soul; jazz blues; memphis soul; soul; southern soul; vocal jazz,33,0.76,0.45,118.1,0.864,0.0,0.734,5sgo046er4wutbM8yhgRnh,7nwUJBm0HE4ZxD3f5cy5ok,classic soul,R&B
Wind Beneath My Wings,Bette Midler,adult standards; new wave pop; soft rock,46,0.51,0.458,123.694,0.177,0.0,0.551,4ErUhFToT1yX52MeHqH8OY,13y0kncDD4J9wxCyfKr10W,adult standards,Pop
My Baby Just Cares for Me - 2013 Remastered Version,Nina Simone,jazz blues; neo soul; soul; soul jazz; torch song; vocal jazz,5,0.746,0.243,118.578,0.425,1.02e-06,0.829,6VTbbVjKOC2qWagIDbkJrC,7G1GBhoKtEPnP86X2PvEYO,jazz blues,Other
When I Fall in Love,Nat King Cole,adult standards; easy listening; lounge; soul; swing; vocal jazz,0,0.243,0.171,126.599,0.0897,0.00523,0.814,4S1PQu6IPLn3KPocEXp0T4,7v4imS0moSyGdXyLgVTIV7,adult standards,Pop
Die With A Smile,Lady Gaga,art pop; dance pop; pop,99,0.521,0.592,157.969,0.535,0.0,0.308,2plbrEY59IikOBgBGLjaoe,1HY2Jd0NmPuamShAr6KMms,art pop,Pop
APT.,ROSÉ,k-pop,97,0.777,0.783,149.027,0.939,0.0,0.0283,5vNRhkKd0yEAg8suGBpjeY,3eVa5w3URK5duf6eyVDbu9,k-pop,Pop
BIRDS OF A FEATHER,Billie Eilish,art pop; pop,97,0.747,0.507,104.978,0.438,0.0608,0.2,6dOtVTDdiauQNBQEDOtlAB,6qqNVTkY8uBg9cP3Jd7DAH,art pop,Pop
Who,Jimin,k-pop,92,0.66,0.756,116.034,0.838,0.0,0.00289,7tI8dRuH2Yc6RuoTjxo4dU,1oSPZhvZMIrWW5I41kPkkY,k-pop,Pop
That’s So True,Gracie Abrams,alt z,90,0.554,0.808,108.548,0.372,0.0,0.214,7ne4VBA60CxGM75vw0EYad,4tuJ0bMpJh08umKkEXKUI5,alt z,Other
Tu Boda,Oscar Maydon,corrido,92,0.694,0.651,112.648,0.471,1.36e-05,0.496,1cOboCuWYI2osTOfolMRS6,3l9G1G9MxH6DaRhwLklaf5,corrido,Latin
Taste,Sabrina Carpenter,pop,94,0.674,0.907,112.964,0.721,0.0,0.101,5G2f63n7IPVPPjfNIGih7Q,74KM79TiuVKeVCqs8QtB0B,pop,Pop
Sailor Song,Gigi Perez,bedroom pop,92,0.494,0.413,94.938,0.273,6.72e-05,0.682,2262bWmqomIaJXwCRHr13j,1iCnM8foFssWlPRLfAbIwo,bedroom pop,Pop
Espresso,Sabrina Carpenter,pop,88,0.699,0.776,103.963,0.708,5.36e-06,0.131,2HRqTpkrJO5ggZyyK6NPWz,74KM79TiuVKeVCqs8QtB0B,pop,Pop
WILDFLOWER,Billie Eilish,art pop; pop,92,0.467,0.247,148.101,0.126,0.000271,0.612,3QaPy1KgI7nu9FJEQUgn6h,6qqNVTkY8uBg9cP3Jd7DAH,art pop,Pop
"Good Luck, Babe!",Chappell Roan,indie pop,94,0.7,0.582,116.712,0.785,0.0,0.0502,0WbMK4wrZ1wFSty9F7FCgu,7GlBOeep6PqTfFi59PTUUN,indie pop,Pop
Timeless (with Playboi Carti),The Weeknd,canadian contemporary r&b; canadian pop; pop,91,0.769,0.722,119.973,0.57,2.56e-06,0.0584,1Es7AUAhQvapIcoh3qMKDL,1Xyo4u8uXC1ZmMpatF05PJ,canadian contemporary r&b,R&B
Beautiful Things,Benson Boone,singer-songwriter pop,88,0.472,0.471,105.029,0.219,0.0,0.151,3xkHsmpQCBMytMJNiDf3Ii,22wbnEMDvgVIAGdFeek6ET,singer-songwriter pop,Pop
Please Please Please,Sabrina Carpenter,pop,87,0.675,0.586,107.015,0.621,0.0,0.257,2tHwzyyOLoWSFqYNjeVMzj,74KM79TiuVKeVCqs8QtB0B,pop,Pop
I Wanna Be Yours,Arctic Monkeys,garage rock; modern rock; permanent wave; rock; sheffield indie,90,0.464,0.417,67.528,0.479,0.022,0.136,5XeFesFbtLpXzIVDNQP22n,7Ln80lUS6He07XvHI8qqHH,garage rock,Rock
That's What I Like,Bruno Mars,dance pop; pop,87,0.853,0.56,134.066,0.86,0.0,0.013,0KKkJNfGyhkQ5aFogxQAPU,0du5cEVh5yTK9QJze8zA0C,dance pop,Pop
"I Love You, I'm Sorry",Gracie Abrams,alt z,89,0.53,0.406,115.94,0.338,0.0,0.656,51rfRCiUSvxXlCSCfIztBy,4tuJ0bMpJh08umKkEXKUI5,alt z,Other
Lose Control,Teddy Swims,unknown,89,0.561,0.604,159.92,0.242,1.9e-05,0.199,17phhZDn6oGtzMe56NuWvj,33qOK5uJ8AR2xuQQAhHump,unknown,Other
EL LOKERON,Tito Double P,corrido,89,0.724,0.689,120.208,0.936,6.77e-06,0.573,6X6m4xmdFcz31p1h7Qg68c,5eumcnUkdmGvkvcsx1WFNG,corrido,Latin
Moonlit Floor (Kiss Me),LISA,k-pop,90,0.733,0.786,109.954,0.672,0.0,0.128,3yDRcs0Y4pPzkvMbUfeF9H,5L1lO4eRHmJ7a0Q6csE5cT,k-pop,Pop
St. Chroma (feat. Daniel Caesar),"Tyler, The Creator",hip hop; rap,89,0.576,0.884,150.45,0.373,0.0,0.357,1QoyuMHNBe7lg3YW4Qtll4,4V8LLVI7PbaPR0K2TGSxFF,hip hop,Hip Hop/Rap
DOS DÍAS,Tito Double P,corrido,88,0.745,0.513,109.935,0.929,0.0,0.783,5lKFO0PrOC9jmOlPEdjHsL,5eumcnUkdmGvkvcsx1WFNG,corrido,Latin
"One Of The Girls (with JENNIE, Lily Rose Depp)",The Weeknd,canadian contemporary r&b; canadian pop; pop,89,0.264,0.64,84.828,0.19,2.31e-06,0.0393,7CyPwkp0oE8Ro9Dd5CUDjW,1Xyo4u8uXC1ZmMpatF05PJ,canadian contemporary r&b,R&B
Yellow,Coldplay,permanent wave; pop,88,0.429,0.661,173.372,0.285,0.000121,0.00239,3AJwUDP919kvQ9QcozQPxg,4gzpq5DPGxSnKTe4SA8HAU,permanent wave,Rock
Bed Chem,Sabrina Carpenter,pop,91,0.739,0.727,94.99,0.676,0.0,0.0678,1UHS8Rf6h5Ar3CDWRd3wjF,74KM79TiuVKeVCqs8QtB0B,pop,Pop
Locked out of Heaven,Bruno Mars,dance pop; pop,51,0.728,0.697,143.986,0.87,0.0,0.0556,5g7sDjBhZ4I3gcFIpkrLuI,0du5cEVh5yTK9QJze8zA0C,dance pop,Pop
A Bar Song (Tipsy),Shaboozey,modern country pop; pop rap,84,0.722,0.706,80.969,0.599,0.0,0.072,5fZJQrFKWQLb7FpJXZ1g7K,3y2cIKLjiOlp1Np37WiUdH,modern country pop,Country
All I Want for Christmas Is You,Mariah Carey,dance pop; pop; urban contemporary,81,0.336,0.627,150.273,0.35,0.0,0.164,0bYg9bo50gSsH3LtXe2SQn,4iHNK0tOyZPYnBU7nGAgpQ,dance pop,Pop
Mantra,JENNIE,k-pop,89,0.894,0.725,116.988,0.838,1.15e-05,0.00434,2CspwnypzT7rcWI9RfsoSb,250b0Wlc5Vk0CoUsaCY84M,k-pop,Pop
+57,KAROL G,reggaeton; reggaeton colombiano; urbano latino,69,0.848,0.712,91.98,0.692,0.0,0.221,3mg9jYNC1NihbthlglzrWP,790FomKkXshlbRYZFtlgla,reggaeton,Latin
End of Beginning,Djo,pov: indie; psychedelic pop,89,0.689,0.454,159.982,0.912,0.00259,0.0351,3qhlB30KknSejmIvZZLjOD,5p9HO3XC5P3BLxJs5Mtrhm,pov: indie,Alternative/Indie
Q U E V A S H A C E R H O Y ?,Omar Courtz,trap boricua; trap latino; urbano latino,89,0.56,0.681,155.079,0.388,0.0,0.103,0Sr7ssScx54yxdM2ols7nW,3E12tRURRvPfHz0hAMCFYc,trap boricua,Other
Just the Way You Are,Bruno Mars,dance pop; pop,53,0.635,0.841,109.021,0.424,0.0,0.0134,2osJCvi2zzebMQTc7vvcAm,0du5cEVh5yTK9QJze8zA0C,dance pop,Pop
Too Sweet,Hozier,irish singer-songwriter; modern rock; pop; pov: indie,83,0.74,0.643,117.025,0.96,0.00229,0.041,19XpFsce28aByvCC4g89tJ,2FXC3k01G6Gw61bmprjgqS,irish singer-songwriter,Folk
we can't be friends (wait for your love),Ariana Grande,pop,86,0.645,0.646,115.842,0.295,3.04e-05,0.0615,51ZQ1vr10ffzbwIjDCwqm4,66CXWjxzNUsdJxJ2JdwvnR,pop,Pop
NEL,Fuerza Regida,corrido; corridos tumbados; sad sierreno; sierreno,88,0.69,0.482,100.029,0.356,0.0004,0.523,5AH31dDNgxCMGDdxubNNn4,0ys2OFYzWYB5hRDLCsBqxt,corrido,Latin
DEGENERE 👑 (feat. benny blanco),Myke Towers,reggaeton; trap latino; urbano latino,81,0.744,0.709,194.055,0.712,0.0,0.0501,0qeIFEGRQqHoaJtLCl0U73,7iK8PXO48WeuP03g8YR51W,reggaeton,Latin
Barbie,MC Tuto,funk consciente,84,0.955,0.425,127.032,0.716,0.0,0.711,6s1kzj4EbhFLXbuAGJbhbn,6aoGgTKGqtsjj48ymcNs4Z,funk consciente,Other
Presidente,Gabito Ballesteros,corrido; sierreno,83,0.732,0.827,105.145,0.584,0.0,0.123,4OLT65TRsOx3Iv1TlCcQVb,6Sbl0NT50roqWvy746MfVf,corrido,Latin
São Paulo (feat. Anitta),The Weeknd,canadian contemporary r&b; canadian pop; pop,84,0.574,0.659,127.347,0.506,0.0002,0.0412,0xGQTpN4ESETtl1Sp6rzd2,1Xyo4u8uXC1ZmMpatF05PJ,canadian contemporary r&b,R&B
Last Christmas - Single Version,Wham!,new romantic; new wave; new wave pop; soft rock,66,0.733,0.598,107.732,0.935,3.71e-06,0.212,06qMRF18gwbOYYbnP2du6i,5lpH0xAS4fVfLkACg9DAuM,new romantic,Other
Gata Only,FloyyMenor,reggaeton chileno,77,0.794,0.5,99.985,0.659,3e-05,0.438,2esZG2XFtuoWWA9AfDvSxy,7CvTknweLr9feJtRGrpDBy,reggaeton chileno,Other
HOT TO GO!,Chappell Roan,indie pop,89,0.742,0.757,139.982,0.957,0.0,0.0187,4xdBrk0nFZaP54vvZj0yx7,7GlBOeep6PqTfFi59PTUUN,indie pop,Pop
Love Me Again,V,j-division; korean ost,86,0.633,0.607,74.029,0.363,1.38e-06,0.183,2N0SPREDYqILVEFSsWF5N5,3JsHnjpbhX4SnySpvpa9DK,j-division,Rock
24 (Turn It Up) (Radio Edit),ANOTR,dutch tech house,54,0.785,0.677,121.989,0.847,0.691,0.323,2QJoGGYG3hUZswfzYI6bBC,4p5WgeiPSPpqPDs7T6OkWf,dutch tech house,Other
what ur looking for - Amaliah Remix,La La,unknown,20,0.767,0.693,134.059,0.524,0.912,0.0133,4DNPGuIMmmTtXx6YQh0ZS0,2k4MX5x2LmAOKmYl3BtuW5,unknown,Other
Bænce - NIKS Remix,131bpm,unknown,18,0.777,0.971,138.993,0.942,0.853,0.000186,6JCn2uqzjChA4JX4oYX6Tx,3RYtFUGt7gnNuYeDu83zw6,unknown,Other
Love Seeking - Club Mix Edit,Mind Against,deep techno; italian techno; melodic techno,36,0.766,0.741,124.968,0.337,0.784,0.0341,4gmuAScr81iFxHjhzt1WTa,48LWLoeY0dhwaiX1FRsn72,deep techno,Other
The Life of a Touring DJ,Bambounou,destroy techno; lo-fi house; uk bass,27,0.803,0.684,131.02,0.675,0.801,0.000123,3nALGq8EfcKmWH1sey8UNE,48P6su5lHrVCZtJVXMjJnX,destroy techno,Other
Most Precious Love - DF's Future 3000 Extended Mix,Blaze,deep house; diva house; garage house; soulful house,33,0.807,0.851,125.977,0.878,0.0081,0.000244,2KK21tkRsD9jfN8JpwGIXG,5yK5YSsWKH35QRTsHQHxEN,deep house,Other
Act Bad,BASHKKA,unknown,33,0.767,0.816,143.015,0.59,0.378,0.00177,1UH1KJJfFDlFZ8hdSw0zIK,5ofWf87ImDZQO2KzwdlPSw,unknown,Other
Magic (Is In The Tempo),CC:DISCO!,aussietronica,26,0.658,0.707,117.984,0.494,0.805,0.00793,497vuCGyrDAOhgfbkclw9i,37fxVoFAMzet5CiiDg7SL7,aussietronica,Other
The Next Morning - Radio Edit,D Stone,unknown,17,0.693,0.828,128.011,0.561,0.705,0.000291,6GgtjipTzsqDbURKcw5HhB,54G5Bq4yKz8mwGYFsffne9,unknown,Other
Last One For Today,Chloé Caillet,unknown,32,0.792,0.833,136.016,0.517,0.865,0.124,2Rlwc41Lv2p1bARfNuYfrj,68ywCN6ZpInbcilOfLBa3a,unknown,Other
Nu Life,Christian AB,unknown,16,0.749,0.916,133.361,0.677,0.862,0.000232,0nbAtFxmjDI8M7qnicyA8u,4n1PeH8V6WAR4stTKmb3ey,unknown,Other
Shred,D.Dan,hardgroove; raw techno,17,0.763,0.993,146.993,0.567,0.951,0.224,0Yz9CC8i8x3Sq5354PON4e,7kocSfpPxPoSIRa1yNIQvB,hardgroove,Other
In Your Soul,Fleur Shore,unknown,30,0.752,0.989,129.0,0.698,0.261,0.00607,1PLK0a89BzJ4KA0TyOlz9D,7GyRA9n7JVslQGcbo72Dil,unknown,Other
Zaskia,Flits,hardgroove,13,0.699,0.936,140.012,0.205,0.916,0.0026,6RKkTQkSDTuGrikCvNcnPL,27zkecqd2CHGbs1laS4iZO,hardgroove,Other
What I Mean,Ineffekt,unknown,12,0.79,0.913,133.05,0.221,0.808,0.000786,4Pg9iVVFBf6D2BbY39tGIM,4gjrK1MHgJnPCESuzMtWXg,unknown,Other
Tryton,Kyle Starkey,unknown,38,0.615,0.96,139.996,0.356,0.552,0.000574,2wkclFmmLkYCaPGWNk18Ms,1crvHImsszKXTJr4wsOPhe,unknown,Other
Let Yourself Go,Mateo Dufour,unknown,16,0.727,0.966,127.978,0.719,0.924,0.00017,15aKmemRXvzuRGXUeboGeP,5BhU8yBWfPZN2J2OCefip6,unknown,Other
Wanna Feel,DJ IP,unknown,47,0.721,0.961,148.005,0.611,0.727,0.00239,5mgLOhX1IXSCZXUFWWkf0c,7fv38XqMnjKou11W8jG4aK,unknown,Other
4AM,Sarah Story,unknown,22,0.667,0.915,129.023,0.131,0.857,7.71e-05,3lvYcFY5GGuuKjVYQj7FD1,6yyACKZEH3neKNMrBW7zbt,unknown,Other
Gossip Heavy,Scarlett O'Malley,unknown,15,0.779,0.875,133.957,0.297,0.884,0.00364,039RTUcAk6AirND2eBiWxj,3M9nSw4sBZae8JV6uEefMq,unknown,Other
Tranki,Bitter Babe,latin tek; miami electronic,19,0.792,0.873,133.02,0.289,0.852,0.000133,0mAtoUpFgo6JHBH5KumKVY,59wTkFdKKx7y6z4PFfRGhW,latin tek,Other
Amsterdam Rave,Chelina Manuhutu,dutch tech house,22,0.793,0.922,130.003,0.43,0.812,0.00326,4U8VcZVAZjQlWrWbOrMy4r,4IoT1ZwtqNYn1u7q9r62Sy,dutch tech house,Other
Note To Self,BELLA,unknown,13,0.703,0.991,135.993,0.805,0.901,0.00612,7pJxkSjTouYgVkWzFTpfWX,5GwSwlEJFFjdpIHYPQ6qdy,unknown,Other
Don't You Want Me - KI/KI Remix,Felix,hardcore techno; hip house; rave,54,0.578,0.932,145.01,0.457,0.701,0.00464,2HcD8DL6fVvASQWRFzmIVG,6iRRErKYy1iojOaJoq6Ltk,hardcore techno,Electronic/Dance
Incantesimo,Volantis,unknown,21,0.559,0.886,127.003,0.325,0.773,0.000191,00fBwKfwmzEJ7hggeMmaR2,1UlvEcn0g52vZ4PawafthZ,unknown,Other
A Little Closer,Diffrent,unknown,65,0.633,0.842,145.015,0.572,0.666,0.0362,2wCgQVCF0jhDWiNTFjti7b,7mycnkT3eOskxxGbN9skkV,unknown,Other
Installation,Pangaea,classic dubstep; float house; footwork; future garage; uk bass,31,0.79,0.933,131.996,0.425,0.482,0.000646,7BUGB7cqJQtyNdLD7MtrGr,08Z0yhWGksNk3wceqlCeGE,classic dubstep,Other
Mi Amor,Morphena,unknown,29,0.731,0.829,135.998,0.231,0.929,0.00511,4oge153Tz11DO89FCsCIrB,0uMTkYaMx0jvkZoYlsTEmu,unknown,Other
Dale Dale,DJ Tennis,deep disco house; italian electronica; melodic techno; microhouse,33,0.629,0.956,130.988,0.518,0.719,0.0514,4OC0pUmRJvfYtnhen3hgIq,6vJvFV1A2CpT8s5B1oUN6t,deep disco house,Other
Blackwater - 128 full strings vocal mix,Octave One,detroit house; detroit techno; minimal techno; techno,52,0.763,0.81,128.24,0.496,0.000563,0.264,3etLHAzGr30F9G4bnUpdxw,0CRfAs5qmkRgw9x9etNGqH,detroit house,Electronic/Dance
Gorilla,RAYZIR,unknown,30,0.802,0.852,127.998,0.389,0.73,0.00492,0NCXU7wv8qvTdkMJSRoZZp,0SyO8xciHr7YgddHXRVJLQ,unknown,Other
Allright (Just A Tribute),Dam Swindle,deep house; float house; future garage; minimal tech house,27,0.718,0.927,127.98,0.653,0.737,0.000541,335FKrShvaqwh2oVphhLHn,6hJtgCB3L5cnJSND7sp6GU,deep house,Other
1+1=11 - Spray Remix,Peggy Gou,electra; float house,40,0.556,0.988,136.989,0.79,0.889,0.000224,7e19IpBFv1ZS0navRtitY8,2mLA48B366zkELXYx7hcDN,electra,Other
Hyper Hyper,Byron Yeates,unknown,18,0.78,0.939,139.985,0.549,0.934,0.000806,69X71ZUtJA2zbkaQXY59XF,4Pt24uijuBP8PsTmE62liN,unknown,Other
6 Million Ways To Die,NewTone,unknown,33,0.724,0.98,134.991,0.575,0.541,0.000332,5VaJXLs5GTseSZPpVqmoZn,6xjjzzfzi4sSbwwZvRYENH,unknown,Other
Dance Enchantress - Angel D'lite Remix,LUXE,unknown,15,0.775,0.976,140.002,0.424,0.916,0.125,4IMN5wsN3nRUGDW4fGO9Et,4Hholv5F2ei5wt2sRUne7S,unknown,Other
Like a Diva,Cromby,experimental house,20,0.789,0.823,134.002,0.947,0.733,2.52e-05,5vkcurwr1zqLODTPw5065u,1qxDhjTatsIGuMVF3LMAOX,experimental house,Other
Serving Cunt,Maara,unknown,36,0.77,0.983,140.013,0.633,0.513,0.0115,1UTzHEFClAOY8TLYZmMGym,71tnaVVl10fbxBHN5Rcd4y,unknown,Other
Burna,Tsepo,unknown,13,0.79,0.894,136.007,0.576,0.812,0.0148,0Udn2uO5knaR7RbIwsW3gE,2gH0kSs7X35Iigni2wpxeB,unknown,Other
Singamo Bootleg,Sage Introspekt,ukg revival,19,0.778,0.828,136.071,0.563,0.607,0.00655,3gupAf8vTajPbZVDjlNW63,4ekpVu17mXNnTLJ61iow2T,ukg revival,Other
Dub In The CBD,Bailey Ibbs,ukg revival,15,0.761,0.961,142.039,0.396,0.873,0.0125,19nYiMUxVwhoc11r0HFT6f,4eD3dYFqa3RmNZlAlVHFjO,ukg revival,Other
Mopo,Human Space Machine,unknown,12,0.788,0.725,131.008,0.589,0.9,0.00472,3LIizbxlvCY5P8VISZ1Vq0,4RFDfvv92V0kXTftWMUMQb,unknown,Other
My Paradise - Edit,The Trip,unknown,36,0.665,0.921,132.022,0.893,0.75,0.00118,4k3d8i09k7TlZt6GauIoRu,0wy1aZ1F0C9LYA49ol6QQW,unknown,Other
Spooky Dub,Amaliah,unknown,20,0.776,0.937,138.997,0.509,0.842,0.00143,7AF5LKQ0hheJryaXR0kyV1,5AAsEhGqZPvRhe423mdfN9,unknown,Other
Vampire Workout,Cera Khin,unknown,22,0.691,0.979,154.979,0.301,0.713,0.00128,2ECpeOf9qEUivoQhAFTI48,49QMv0RvuxcUG8Xk6YweEz,unknown,Other
"Dolly Suite, Op. 56: I. Berceuse",Gabriel Fauré,classical; post-romantic era,62,0.454,0.0076,64.645,0.294,0.91,0.995,3NbAsIxDL0fVgNuCLD152P,2gClsBep1tt1rv1CN210SO,classical,Other
"The Nutcracker, Op.71, TH.14 / Act 2: No. 12e Dance of the Reed Pipes",Pyotr Ilyich Tchaikovsky,classical; late romantic era; russian romanticism,0,0.404,0.123,143.024,0.345,0.962,0.927,1lxDWd3YLu7Rri2dRK85B3,3MKCzCnpzw3TjUYs2v7vDA,classical,Other
"Petite suite de concert, Op. 77: III. Un sonnet d'amour",Samuel Coleridge-Taylor,light music; post-romantic era; victorian britain,42,0.0999,0.00994,70.667,0.0614,0.121,0.902,0c9YITBx27aVPVC7baiOmB,0fhN6BHa9pN66ZnsrI5NUR,light music,Other
Copland: Appalachian Spring: VII. Doppio movimento (Variations on a Shaker Hymn - Simple Gifts),Aaron Copland,american modern classical; classical; early modern classical,43,0.207,0.102,82.319,0.303,0.542,0.974,19SN5mb0gs0ze9PYBIVANZ,0nJvyjVTb8sAULPYyA1bqU,american modern classical,Other
"Symphony No. 6 in F Major, Op. 68, ""Pastorale"": I. Allegro ma non troppo, ""Awakening of cheerful feelings on arriving in the countryside""",Ludwig van Beethoven,classical; classical era; early romantic era; german romanticism,49,0.363,0.0529,114.259,0.282,0.681,0.955,6Ye4niSXscwpj4smkb5ioO,2wOqMjp9TyABvtHdOSOTUS,classical,Other
Carmen Suite No. 1 (Arr. E. Guiraud): IV. Séguedille,Georges Bizet,classical; french opera; french romanticism; late romantic era,56,0.248,0.00674,176.236,0.185,0.271,0.952,6IuHbYWV49tArCbHBgMHl7,2D7RkvtKKb6E5UmbjQM1Jd,classical,Other
"GoldBergHain (Quodlibet on ""Kraut und Rüben haben mich vertrieben"") for Violin & String Orchestra",Stephan Koncz,unknown,44,0.394,0.133,116.711,0.414,0.102,0.793,5bmp5QR3Dwb5r9kgEX8kF3,5bJ6Okk0z9ycR3goHVJ5e4,unknown,Other
Miracles,Alexis Ffrench,neo-classical,44,0.21,0.102,152.176,0.104,0.89,0.945,1YeIOEwRR1F7fYy4rqBYPs,58R31AvN8JMHM7xkNpVLjX,neo-classical,Other
"Boccherini: String Quintet in E Major, Op. 11 No. 5, G. 275: III. Minuetto - Trio (Arr. Woodhouse for String Orchestra)",Luigi Boccherini,classical; classical era; early music,51,0.501,0.0358,85.189,0.43,0.58,0.961,6e85fziCk6MwZUxWyG6Ijm,2l4vGfFV7e46yO8lxfxR76,classical,Other
"An der schönen blauen Donau, Walzer, Op. 314",Johann Strauss II,classical; late romantic era; operetta,40,0.207,0.0854,199.771,0.138,0.923,0.976,5431KRbZtVF3tVgMR1lIYS,5goS0v24Fc1ydjCKQRwtjM,classical,Other
"Antiche danze ed arie per liuto (Ancient Airs and Dances), P. 114: IV. Italiana",Ottorino Respighi,classical; early modern classical; impressionism; italian romanticism; neoclassicism; post-romantic era,0,0.299,0.0182,196.847,0.338,0.904,0.996,6QuhXZXaAqzVSfbspRASus,7KkUirCiJZhgRN3NbgG98L,classical,Other
"3 Nouvelles études, B. 130: II. Etude No. 26 in A-Flat Major (Live)",Frédéric Chopin,classical; early romantic era; polish classical,0,0.211,0.00954,74.137,0.0844,0.947,0.996,0SzeTxpsFn5TaHHEkkLQqz,7y97mc3bZRFXzT2szRM4L4,classical,Other
"Nonet in E-Flat Major, Op. 38: III. Scherzo. Vivace",Louise Farrenc,early romantic era; french romanticism,42,0.39,0.0462,79.268,0.305,0.624,0.976,2z7iDr3N4NbW4VmwpQWbTS,3cCP79U05k4MrNSU06eBy2,early romantic era,Other
Il Tempo delle Cose,Alberto Giurioli,unknown,37,0.225,0.164,127.497,0.0704,0.908,0.863,6hIAiqwxWaqdCzm1KjxfGv,37sWo3r7HX9Fa9DhiQqclU,unknown,Other
"12 Concerti a cinque, Op. 7 - Concerto No. 10 in B-Flat Major for Strings: III. Allegro",Tomaso Albinoni,baroque; classical; harpsichord; italian baroque; italian opera,0,0.589,0.16,107.988,0.79,0.114,0.895,3WLDZaj42KUtRrYGRmPcIu,17OArJzEhRR3OmhtGcnfBq,baroque,Other
Concerto Magna Carta: III. Intense and energetic,John Brunning,unknown,35,0.235,0.282,75.504,0.3,0.897,0.95,0kvrJeJpdC3KEt1lenN42e,0QXa0zdkSS1OZ4pYCWd5Rx,unknown,Other
"Préludes / Book 1, L. 117: VIII. La fille aux cheveux de lin (Arr. Garrett / van der Heijden for Violin, Flute and Orchestra)",Claude Debussy,classical; impressionism; post-romantic era,38,0.215,0.275,99.051,0.101,0.000561,0.918,5Rv5xQDZcmAwg5rhxlLfcq,1Uff91EOsvd99rtAupatMP,classical,Other
Un homme et une femme,Francis Lai,classic soundtrack; french soundtrack; vintage french electronic,35,0.111,0.119,64.194,0.132,0.898,0.944,1fNawoarma7dusg6ch2wlV,0Lf3tvw0Rzwr38KDrShstn,classic soundtrack,Other
Canarios,Gaspar Sanz,baroque; musica antigua; spanish baroque,39,0.343,0.0797,102.849,0.735,0.894,0.988,6GUGZQ7sYacEfhDc1wTvM1,1OdITJSYADZMOPRSyXlb3c,baroque,Other
"3 Concert Études, S. 144: No. 3 in D-Flat Major, ""un sospiro""",Franz Liszt,classical; late romantic era,0,0.238,0.0639,67.716,0.0345,0.928,0.99,6wwvz4l47XJgtTNNTRPYLv,1385hLNbrnbCJGokfH2ac2,classical,Other
Kitsch-Musik: III. Allegretto,Valentin Silvestrov,ukrainian classical; ukrainian classical piano; ukrainian contemporary classical,0,0.176,0.00252,65.101,0.158,0.967,0.995,5gfwRzIpk9nResKTksFXoa,1bauOA5U5M3RwH2euX3Eq6,ukrainian classical,Other
