title,artist,genres,popularity,danceability,energy,tempo,valence,instrumentalness,acousticness,track_id,artist_id,Primary genre,final genre
Little Paradise,Eliane Elias,bossa nova; brazilian modern jazz; contemporary vocal jazz; jazz pop; piano mpb; vocal jazz,48,0.399,0.277,80.465,0.127,0.638,0.875,7p3AeUfrHFKdBuyVTXwXKW,4qKIiUdFND09cgGOc5kfoR,bossa nova,Other
Triste,Antônio Carlos Jobim,bossa nova; brazilian classical; brazilian jazz; latin classical; mpb; violao,47,0.405,0.341,82.388,0.147,0.911,0.838,1N9e1myOWV26evyObwnkoM,3pO5VjZ4wOHCMBXOvbMISG,bossa nova,Other
Moonlight In Vermont,Ernestine Anderson,vocal jazz,45,0.348,0.0156,107.577,0.152,0.0,0.957,3y2T4X0ECN8LWG72gKIjFL,7yNele4jnVhZJ2GE7Kg25T,vocal jazz,Other
Sweet Lorraine,Nat King Cole,adult standards; easy listening; lounge; soul; swing; vocal jazz,45,0.557,0.156,122.873,0.223,0.000306,0.971,3RbkATWswzKeNDJUZZL2jL,7v4imS0moSyGdXyLgVTIV7,adult standards,Pop
Stars Fell On Alabama,Lizz Wright,contemporary vocal jazz; jazz pop; vocal jazz,45,0.492,0.195,89.777,0.161,0.0108,0.94,3q634ZiAdA9bcg135bdJxo,3K0BfjMh2dS8WITuiMuGGW,contemporary vocal jazz,Other
Everybody Knows,Karen Souza,bossa nova cover; coverchill; jazz cover,45,0.697,0.288,110.104,0.454,0.0,0.873,0Jfz8rtw11v3Mixr4yTorQ,2d5lQo9YQ1DkAsBKTRp7Iu,bossa nova cover,Other
Moonlight Serenade,Kurt Elling,contemporary vocal jazz; vocal jazz,45,0.381,0.0886,86.933,0.156,0.0,0.856,1kRbi9kqF11JCDCPlQVSnc,1UhC1mCcd9SFXLibHhMX61,contemporary vocal jazz,Other
Save Your Love For Me,Nancy Wilson,vocal jazz,44,0.39,0.05,174.401,0.16,0.000608,0.909,4ur0Fd4coSwWtP8MWpkjR9,2JfVCMa3FlvQRlLT5uH9zb,vocal jazz,Other
Loving You,Cyrille Aimee,contemporary vocal jazz; vocal jazz,44,0.621,0.188,133.708,0.476,0.000859,0.822,226aNk2hiOlW3joJHIvSVe,7rcjVbooAaV2pPRdyPHCrM,contemporary vocal jazz,Other
What Else Can I Do,Kat Edmonson,contemporary vocal jazz; jazz pop,44,0.674,0.443,106.759,0.238,0.0188,0.787,1u9dkvRtjzkL8ritczRXsX,6WxegST7d2jCYjq7SR8Bds,contemporary vocal jazz,Other
Just A Dream,Gerald Clayton,contemporary jazz; jazz; modern jazz piano; straight-ahead jazz,43,0.336,0.095,67.289,0.114,0.0105,0.99,3n09FQ8rPHhxS46wzYEmWq,5mYw31MXiGnqTMliAcl7m8,contemporary jazz,Jazz
Lumiére,Emily Sage,charlotte nc indie,43,0.425,0.0489,120.623,0.209,7.15e-05,0.987,18tXiBFeqeoNe3f8Ehwp2U,5VmTuE1qfSRDnjltjkNTWL,charlotte nc indie,Other
Suzanne (feat. Gregory Porter),Here It Is,unknown,43,0.376,0.302,149.202,0.167,3.8e-05,0.842,2IYWqinJpFhid2qRqnqPDA,1QtALu1sicFWJUIkm4fABw,unknown,Other
My True Love Is You,Sarah McKenzie,australian jazz; contemporary vocal jazz,42,0.384,0.0397,80.826,0.148,6.07e-06,0.959,4oXcpRZGwElyGPcIxLwvBC,4HXtFN7bAZUp0GtsRRpzW2,australian jazz,Other
Moon River,Stella Cole,unknown,42,0.362,0.102,80.414,0.201,0.0454,0.974,635wx6uv5nTm4FFySw3cMW,1JV6ZltofPUo3j5CTALYRR,unknown,Other
Castles in the Air,Laura & Anton,unknown,42,0.521,0.241,97.025,0.198,0.0,0.818,2EHOINS6ULWahXvResI7mo,5zhAV9E0xJDguU5SBk39Zy,unknown,Other
I'm Glad There Is You,Jamie Cullum,contemporary vocal jazz; jazz pop; neo mellow,41,0.35,0.0951,96.516,0.18,0.0,0.92,2o67aDSZ2ZNbA7mYdknL2B,3XxxEq6BREC57nCWXbQZ7o,contemporary vocal jazz,Other
Everytime We Say Goodbye,Karrin Allyson,contemporary vocal jazz; vocal jazz,41,0.391,0.284,76.176,0.179,0.00218,0.799,1Bh6O68WlWPtnm7aFIJBHL,118jMO6hdUQeoDOv0XiLIs,contemporary vocal jazz,Other
Flowers,Kaiak,acoustic chill,41,0.395,0.16,98.406,0.327,1.99e-06,0.885,1vNN2Zaps5wRToq3poqAV3,3ib0ROvqntFv8PPQ2CIlso,acoustic chill,Other
How Deep Is The Ocean,Diana Krall,contemporary vocal jazz; jazz pop; vocal jazz,40,0.676,0.0644,103.695,0.229,0.065,0.853,6DcnA13j0itZwmg4BpqWZk,5z1VAFwT35EVvCp1XlZZuL,contemporary vocal jazz,Other
Moon Song,Cécile McLorin Salvant,contemporary vocal jazz; jazz pop; vocal jazz,40,0.336,0.119,86.365,0.148,0.0011,0.942,6iaE1tdPPx5KILayeCMOBl,6PkSULcbxFKkxdgrmPGAvn,contemporary vocal jazz,Other
Make It Last,Nicole Henry,contemporary vocal jazz,40,0.363,0.202,97.091,0.0879,8.94e-06,0.792,69Di4YxK4PB1ivkRdeglt5,17lVE8O9nHn3WWc6Csy2Sn,contemporary vocal jazz,Other
I'll Be Seeing You,Cyrille Aimee,contemporary vocal jazz; vocal jazz,40,0.585,0.017,90.184,0.156,0.000153,0.987,6w8czge0Bw1pYzViYNxB5z,7rcjVbooAaV2pPRdyPHCrM,contemporary vocal jazz,Other
Because I Love You,Sachal Vasandani,audiophile vocal; contemporary vocal jazz,40,0.449,0.0389,59.173,0.238,0.0164,0.983,4nf5wpXpZ1WVF0SCdl3tLb,4sctitB70tTmziCPMwYJJr,audiophile vocal,Other
Next Time,Caity Gyorgy,contemporary vocal jazz,40,0.164,0.374,72.647,0.0643,2.4e-05,0.699,2dAikVHuf4fWuiK5i8Hjcg,7MCpoKftSxsTCS8UBu1GFa,contemporary vocal jazz,Other
My Heart Belongs to Daddy,Eartha Kitt,torch song; vocal jazz,40,0.545,0.129,99.209,0.396,0.0,0.863,1fbTAHZGgmlnXWcNXyB42G,1AwO9pWEBSBoWdEZu28XDC,torch song,Other
A Time For Love,Jane Monheit,contemporary vocal jazz; vocal jazz,40,0.249,0.279,118.912,0.079,0.000121,0.942,6kkYQ0DI1ZMQyuqNGCcZ09,7rwI5cbw9cUKFVul2rZMiZ,contemporary vocal jazz,Other
But For Now,Jamie Cullum,contemporary vocal jazz; jazz pop; neo mellow,39,0.333,0.125,174.352,0.323,0.000296,0.914,1oSmMZfuhctJjbrn3joJKc,3XxxEq6BREC57nCWXbQZ7o,contemporary vocal jazz,Other
Please Don’t Kiss Me,Carla Bruni,chanson,40,0.69,0.192,68.987,0.224,0.000127,0.93,53BNQYtpEJu1lmOVkYRWTL,1HVwzNriKEjaeE06okqSpx,chanson,Other
Isn't This A Lovely Day,Fred Astaire,adult standards; vintage hollywood,39,0.492,0.0324,74.571,0.301,0.000444,0.98,7bthYZq6ydp8ULqd8xM4RG,4BtDAwCZhR6nPrJtbVgQNX,adult standards,Pop
Let There Be Love,Silje Nergaard,contemporary vocal jazz; norwegian jazz,39,0.691,0.338,118.5,0.443,1.04e-06,0.496,1RrdcQQ5nyoZGc9xYnX5DI,3hCQUVIcg8nWvkZToF4rqc,contemporary vocal jazz,Other
I Miss You So,Samara Joy,unknown,39,0.517,0.0627,99.36,0.233,0.0159,0.991,5kCUgjpQKLmA7a2jR0odul,5LkbTSqXfMBjFSGi9LOGjq,unknown,Other
Sunset In The Blue,Melody Gardot,contemporary vocal jazz; vocal jazz,39,0.274,0.125,81.106,0.131,0.0919,0.835,3fkoZm1DZEfsyAx1Z87bKR,2P1puQXmG48EVLBrHbum1J,contemporary vocal jazz,Other
I Only Have Eyes For You,Chris Weeks,contemporary vocal jazz,39,0.54,0.0927,81.352,0.123,0.0,0.805,7JiRVbyQC6P4tiP4ODmrXo,1L1rPFMZ3V9GktNny7JkVO,contemporary vocal jazz,Other
The Sound of Music,Martina DaSilva,unknown,39,0.5,0.416,135.612,0.478,1.67e-06,0.358,58HbwdrmyWwFIamvSI8bDx,3AKEETcbRYtfGanQZjJ48F,unknown,Other
Where or When,"Harry Connick, Jr.",adult standards; contemporary vocal jazz; lounge; vocal jazz,39,0.437,0.00238,100.746,0.0888,0.0166,0.976,1rHik9ppPQRXSSu1oUr4bR,6u17YlWtW4oqFF5Hn9UU79,adult standards,Pop
While My Lady Sleeps (take 10) - Alternate Take,Chet Baker,cool jazz; jazz; jazz trumpet; vocal jazz,39,0.393,0.0435,101.114,0.171,0.0,0.972,2ISbOB1Xu6F3YlyP5n6J9d,3rxeQlsv0Sc2nyYaZ5W71T,cool jazz,Jazz
Misty - Remastered,Dakota Staton,vocal jazz,38,0.44,0.0394,118.92,0.213,1.95e-06,0.952,3IWapc5QZq6tidZIZZhxMT,2oJWxzbOW9q6pTekL8JPGx,vocal jazz,Other
Close to You,Rigmor Gustafsson,contemporary vocal jazz; swedish jazz,38,0.555,0.134,93.992,0.296,3.27e-06,0.876,5XSz5Jeo2aaNMEMIJnzSnC,4PVhLylgFzJbW165GuwMzU,contemporary vocal jazz,Other
Tis Autumn,Belle-Skinner,unknown,38,0.521,0.0515,58.085,0.364,0.00341,0.985,2xkjxUit9oF8aC3057JybK,7BFkFoYUrl7Hab2PGxr9fA,unknown,Other
What'll I Do,Connie Lansberg,contemporary vocal jazz,38,0.346,0.127,91.353,0.189,0.000106,0.96,3XKJb8TvplQ7iZcr4dfA2J,4qLq0MatI5KT1xG49JK84A,contemporary vocal jazz,Other
Don't Misunderstand,Jimmy Heath,jazz saxophone,38,0.485,0.28,118.955,0.246,0.000153,0.93,4vVxrc4FqD6FdolnLw3hlD,5GX8UFlG4vXVXDv8KqDLvk,jazz saxophone,Other
How Long Has This Been Going On?,Karrin Allyson,contemporary vocal jazz; vocal jazz,38,0.374,0.0852,75.706,0.158,0.00806,0.901,7ByMl8ACN6rkAbN5c8T8BV,118jMO6hdUQeoDOv0XiLIs,contemporary vocal jazz,Other
It Never Entered My Mind,Stan Getz,bebop; bossa nova; cool jazz; jazz; jazz saxophone; latin jazz; samba-jazz; vocal jazz,38,0.188,0.118,177.68,0.215,0.0985,0.964,2qKjC8YrPXUiXB0Dj6onV1,0FMucZsEnCxs5pqBjHjIc8,bebop,Jazz
Darling Fare Thee Well,Melody Gardot,contemporary vocal jazz; vocal jazz,38,0.439,0.0451,141.805,0.1,0.397,0.988,2IB2SEntcZb2tc0oD49P5U,2P1puQXmG48EVLBrHbum1J,contemporary vocal jazz,Other
You Go To My Head,Adonis Rose,unknown,37,0.482,0.134,98.995,0.185,1.24e-06,0.835,5r1nL8IUVak9RMqwpvC0Nh,5xNCQCeanWkWyBKoGXET9y,unknown,Other
"""Moon River""",Lauren Coleman,contemporary vocal jazz,37,0.441,0.169,97.262,0.3,0.000587,0.978,2F3bzglfmmsKVrgzunXhPB,5JOlU2tPubDKg4i4W5ixek,contemporary vocal jazz,Other
Someone To Watch Over Me,Donatella Montinaro,contemporary vocal jazz,37,0.438,0.0873,130.638,0.126,0.195,0.993,0Ah1nUp7WQOMCPbQIGf9od,0C4L4Wip7dcoY9jYr5gn6G,contemporary vocal jazz,Other
Old Cape Cod,Emma Smith,contemporary vocal jazz,37,0.367,0.0684,178.969,0.336,0.135,0.966,4JFDXuNsl7dZ3VfXwZDYoI,6Kcax12zGyJGkuEYRcidcm,contemporary vocal jazz,Other
Join Me in a Dream,Rachael & Vilray,jazz pop,37,0.521,0.164,66.704,0.128,0.00511,0.976,7uNgFlcMfpYMt3bbqREIE3,3UHyuBA5qay3xcxFr3Z1Y9,jazz pop,Other
I’m Old Fashioned,Chet Baker,cool jazz; jazz; jazz trumpet; vocal jazz,37,0.323,0.139,181.711,0.2,0.00139,0.959,6KM0MJaeSXK87u6iLhHBu6,3rxeQlsv0Sc2nyYaZ5W71T,cool jazz,Jazz
Lonely Waltz,Frans Bak,danish jazz; nordic soundtrack,37,0.343,0.0761,191.006,0.193,0.000111,0.924,0LuPh38D2jW4IFgPYwcUXn,4KyULSYP9ZU6WBnUfvudjG,danish jazz,Other
Baby Won't You Please Come Home,Naama,contemporary vocal jazz,37,0.516,0.152,207.902,0.216,0.000121,0.925,6hm8NyGtdQ3AVgb6ik3V0z,1m4JqvlkZXqZxFZjWaY1jg,contemporary vocal jazz,Other
How Long,Ksenia Parkhatskaya,unknown,37,0.48,0.119,48.086,0.0949,0.00122,0.956,3VKEFn4xRdTOcHrLsCOMFb,6AZm6N0cbEAzLkxdlbzbmy,unknown,Other
Skylark,Emilie-Claire Barlow,contemporary vocal jazz; vocal jazz,36,0.335,0.0898,76.257,0.0929,0.00449,0.973,7pM1ZCbo5MamKTCVhTKLY0,4doI7TR51c6DTaveTwpIkg,contemporary vocal jazz,Other
You've Changed,Molly Johnson,contemporary vocal jazz; jazz pop; vocal jazz,36,0.365,0.229,87.53,0.157,3.79e-05,0.924,6R8E6KJoBLcSEtWRUcKali,0OhbmRARz9nrChla8W2OGU,contemporary vocal jazz,Other
12th Avenue,Caity Gyorgy,contemporary vocal jazz,36,0.43,0.0853,123.838,0.13,0.0,0.965,2x5Rw8dR4Vi0tHSHk3ApNc,7MCpoKftSxsTCS8UBu1GFa,contemporary vocal jazz,Other
Nice Girls Don't Stay for Breakfast,Emma Smith,contemporary vocal jazz,36,0.546,0.076,93.371,0.248,0.0307,0.851,2QqqVuUiQROd2I6xqJqZkY,6Kcax12zGyJGkuEYRcidcm,contemporary vocal jazz,Other
If You Go Away,Stacey Kent,contemporary vocal jazz; vocal jazz,36,0.476,0.0514,105.09,0.179,0.0,0.865,1YhQ0oi3ay18dgcGdgDebT,03EYBMnqSchCMp5D9qmFXi,contemporary vocal jazz,Other
Perhaps You'll Wonder Why,Melody Gardot,contemporary vocal jazz; vocal jazz,36,0.497,0.0538,131.24,0.15,0.0087,0.977,3iJDdT5rSv6SAY5W21PHsp,2P1puQXmG48EVLBrHbum1J,contemporary vocal jazz,Other
The Man I Love,Veronica Swift,contemporary vocal jazz,35,0.565,0.0715,123.79,0.197,0.000561,0.936,5ZjbzXgHWwyYB6rotYuP01,0YyqJ4bcQqxXdsdpgQPwtl,contemporary vocal jazz,Other
Gone Again,Lucy Yeghiazaryan,unknown,35,0.454,0.0394,105.677,0.173,4.97e-06,0.926,2BwbCvzK0TomWh4Igp0wq3,4sXb22eyy3cbr6C2qNg6CB,unknown,Other
Where Are You?,Joshua Redman,contemporary jazz; contemporary post-bop; jazz; jazz saxophone; straight-ahead jazz,35,0.604,0.167,148.741,0.174,0.128,0.966,4yJgdugXPQIzvWBwFUJbS4,3uaHfXYx9Fh4HjqMbrWn5S,contemporary jazz,Jazz
The Moon and the Sky,Marína Ósk,icelandic singer-songwriter,35,0.451,0.0737,119.016,0.0896,0.000762,0.983,3QDJUXE2dOArmBxRs5fOxf,7y8DYLVX5I1HonLm7j26U8,icelandic singer-songwriter,Other
Always and Forever,Vivian Buczek,swedish jazz,35,0.474,0.285,112.646,0.165,0.000245,0.895,5BEpDnyCvBkKhizH1xrtzX,7pvJqc7hW0HQjoa89jfDPq,swedish jazz,Other
And So It Goes,Sara Gazarek,contemporary vocal jazz; vocal jazz,35,0.45,0.0221,128.722,0.209,1.09e-06,0.973,703WlQONsXodIABGbGvF6M,7JAxSqDybAiZCDoqJ1R1fc,contemporary vocal jazz,Other
When Sunny Gets Blue,Stína Ágústsdóttir,unknown,34,0.446,0.198,85.073,0.157,5.04e-05,0.97,2ttCdSWedaPtOltZLPZVAT,7tn2NxdUjOm9WuvEXQNhLi,unknown,Other
Lucky To Be Me,Abbey Lincoln,contemporary vocal jazz; vocal jazz,34,0.476,0.219,121.883,0.233,0.000349,0.873,1NeeobDoLiJb8U7X10vw3t,0A9p7WNA1VwxVyrjx92Z9F,contemporary vocal jazz,Other
No Guarantees,Laura & Anton,unknown,34,0.385,0.222,70.774,0.258,1.36e-05,0.825,6ZVC9vfwMNEKD2CwyrhMOp,5zhAV9E0xJDguU5SBk39Zy,unknown,Other
Misty,Dianne Reeves,contemporary vocal jazz; vocal jazz,34,0.351,0.134,79.094,0.186,0.000143,0.889,5qauSfvYgvZK1rRb0jKmo9,7nwrblOf59ulOiB6djwPVh,contemporary vocal jazz,Other
Violets for Your Furs,Jason Fabus,unknown,34,0.535,0.0467,133.938,0.125,0.000325,0.986,5fVwnzlWnYEdJnL9KRQZ0d,7LKwCmWLsExZi4MfMZd0w5,unknown,Other
Dream a Little Dream of Me,Grasiela Piasson,unknown,34,0.555,0.248,112.075,0.327,0.0,0.919,7x571g4w2cwwr6A3Dhjtn5,4Pj02WhBGYtttMP4iud5hn,unknown,Other
Manhattan,Laura Anglade,unknown,34,0.455,0.141,112.621,0.17,0.058,0.937,22YphPVmER6mRK4ADu0QWy,49gu1QHXBPcWoeT5cyAGqG,unknown,Other
Let's Try This Again,Sara Gazarek,contemporary vocal jazz; vocal jazz,34,0.731,0.193,115.396,0.243,5.08e-06,0.803,5zgT7IAtYZ0wOMojcdYgNf,7JAxSqDybAiZCDoqJ1R1fc,contemporary vocal jazz,Other
Out of the Blue,Eudald Payés,unknown,34,0.432,0.0846,81.318,0.176,0.00145,0.994,4vgJoEztJ2uXCgU5fXxxGW,72atXcV9ekLP3iDmLD0BDc,unknown,Other
Everything Happens to Me,Connie Lansberg,contemporary vocal jazz,33,0.552,0.212,102.601,0.171,9.09e-06,0.869,7vBeurhHC4d7lQ0MIvCKcP,4qLq0MatI5KT1xG49JK84A,contemporary vocal jazz,Other
Confession / The Other Woman,Veronica Swift,contemporary vocal jazz,33,0.339,0.124,78.131,0.156,1.49e-05,0.919,1dl1TuvLNpZKhU0tmEtIUz,0YyqJ4bcQqxXdsdpgQPwtl,contemporary vocal jazz,Other
Lazy Afternoon,Heidi Skjerve,norwegian jazz,33,0.232,0.0949,67.715,0.237,4.04e-06,0.899,6ZEHSRUjfNVZ5cIfCfu71H,7yQwGCbUgmOy5uK5GpqUQB,norwegian jazz,Other
Little Jazz Bird,Emilie-Claire Barlow,contemporary vocal jazz; vocal jazz,33,0.801,0.16,105.907,0.296,0.0002,0.94,1rRCoIYM6CVJ2iWiSFMGQG,4doI7TR51c6DTaveTwpIkg,contemporary vocal jazz,Other
Dedicated to You,John Coltrane & Johnny Hartman,unknown,33,0.316,0.052,51.279,0.094,0.00133,0.977,7jViEpEn0BrHdqqlPtZcxr,5k3CkxpaPwsFdjlW6A4LOS,unknown,Other
The Folks Who Live on the Hill,Ann Hampton Callaway,contemporary vocal jazz,33,0.439,0.14,113.939,0.135,0.00858,0.972,2Mg2GadBhJE4lPKsQK2ioz,5wHvUotfxzSccrzX9x9g6e,contemporary vocal jazz,Other
For All We Know,Ellas Kapell,contemporary vocal jazz,33,0.315,0.0922,178.824,0.0864,0.00123,0.856,37HQHRDtFQ3H80fEgxiW9I,33PHFG2fpRWLLSr6Wg4Dxb,contemporary vocal jazz,Other
What Are You Doing The Rest Of Your Life,Rigmor Gustafsson,contemporary vocal jazz; swedish jazz,33,0.478,0.139,129.565,0.142,4.12e-05,0.97,4cZS6Zsn3H7Srg42UX7v5W,4PVhLylgFzJbW165GuwMzU,contemporary vocal jazz,Other
Like Someone In Love,Sophie Milman,contemporary vocal jazz; vocal jazz,33,0.477,0.35,83.916,0.355,3.51e-05,0.924,1Td5BcPlFaDctmFFAbcILg,19GI8I4UhSpBl8Y9XpKyT4,contemporary vocal jazz,Other
I'm Confessin' (That I Love You),Lena Horne,harlem renaissance; torch song; vocal jazz,33,0.42,0.11,64.408,0.229,3.97e-05,0.844,5JXIXRW1vXBgWvBqyUEHZg,2I6nP70ltmOHi6xjJUXHMe,harlem renaissance,Other
Song to Comfort,Marie Mørck,danish modern jazz,32,0.396,0.121,118.362,0.175,0.0007,0.945,2sJl5vXX9cVaDYZFfjPTLc,7hlDHwdUAnMXWDRu5Shlt7,danish modern jazz,Other
Theme for Ernie,Jim Snidero,jazz saxophone,32,0.374,0.171,85.802,0.216,0.884,0.918,6FTyd72Hx3B9jRogHKCty1,210tC5HRo1NpbeqCvWlJuv,jazz saxophone,Other
The Good Life,Billy Eckstine,swing; vocal jazz,32,0.301,0.188,67.684,0.186,2.91e-06,0.924,1vP1wALSlgUUhaSfQnF9bZ,6htazaFMy8zs0f3sMtM2Pt,swing,Other
My Funny Valentine,Dinah Shore,adult standards; easy listening; torch song,32,0.31,0.011,72.78,0.133,6.99e-05,0.982,1q573uXh0Rc78qTXDMQ35D,73xrrv4ZrlpLi1q0Q34wiK,adult standards,Pop
On My Worst Day (I'm Still In Love With You),Erika Ingrid,unknown,32,0.438,0.0464,87.97,0.235,0.000106,0.976,3wbCw5YUZbHbVpJB4VkCyy,5qykgTkNRZf1P5QZL1r4Nr,unknown,Other
Câdencia,Morten Ankarfeldt,unknown,32,0.595,0.19,105.864,0.276,0.95,0.983,4Fjx8Mmap3NF4kVMATQ85D,71zyq1fTht9Jg6Vc3GMMUU,unknown,Other
Wrecking Ball,Miley Cyrus,pop,77,0.53,0.422,119.964,0.349,0.0,0.407,2vwlzO0Qp8kfEtzTsCXfyE,5YGY8feqx7naU7z4HrwZM6,pop,Pop
Break Free,Ariana Grande,pop,75,0.686,0.702,129.948,0.29,4.46e-05,0.00637,12KUFSHFgT0XCoiSlvdQi4,66CXWjxzNUsdJxJ2JdwvnR,pop,Pop
Diamonds,Rihanna,barbadian pop; pop; urban contemporary,74,0.562,0.709,91.958,0.401,0.0,0.00124,6O20JhBJPePEkBdrB5sqRx,5pKCCKE2ajJHZ9KAiaK11H,barbadian pop,Pop
Sweater Weather,The Neighbourhood,modern alternative rock; modern rock; pop,90,0.612,0.807,124.053,0.398,0.0177,0.0495,2QjOHCTQ1Jl3zawyYOpxh6,77SW9BnxLY8rJ0RciFqkHh,modern alternative rock,Alternative/Indie
Night Changes,One Direction,boy band; pop; post-teen pop; talent show,90,0.672,0.52,120.001,0.37,0.0,0.859,5O2P9iiztwhomNh8xkR9lJ,4AK6F7OLvEQ5QYCBNiQWHq,boy band,Pop
Beauty And A Beat,Justin Bieber,canadian pop; pop,74,0.602,0.843,128.003,0.526,5.27e-05,0.000688,190jyVPHYjAqEaOGmMzdyk,1uNFoZAHBGtllmzznpCI3s,canadian pop,Pop
See You Again (feat. Kali Uchis),"Tyler, The Creator",hip hop; rap,89,0.558,0.559,78.558,0.62,7.49e-06,0.371,7KA4W4McWYRpgf0fWsJZWB,4V8LLVI7PbaPR0K2TGSxFF,hip hop,Hip Hop/Rap
Locked out of Heaven,Bruno Mars,dance pop; pop,88,0.726,0.698,143.994,0.867,0.0,0.049,3w3y8KPTfNeOKPiqUTakBh,0du5cEVh5yTK9QJze8zA0C,dance pop,Pop
Starboy,The Weeknd,canadian contemporary r&b; canadian pop; pop,87,0.679,0.587,186.003,0.486,6.35e-06,0.141,7MXVkk9YMctZqd1Srtv4MB,1Xyo4u8uXC1ZmMpatF05PJ,canadian contemporary r&b,R&B
Apocalypse,Cigarettes After Sex,ambient pop; dream pop; el paso indie; shoegaze,87,0.369,0.468,94.434,0.18,0.566,0.0205,0yc6Gst2xkRu0eMLeRMGCX,1QAJqy2dA3ihHBFIHRphZj,ambient pop,Other
Pink + White,Frank Ocean,lgbtq+ hip hop; neo soul,87,0.545,0.545,159.94,0.549,5.48e-05,0.667,3xKsf9qdS1CyvXSMEid6g8,2h93pZq0e7k5yf4dywlkpM,lgbtq+ hip hop,Hip Hop/Rap
Another Love,Tom Odell,chill pop,86,0.445,0.537,122.769,0.131,1.65e-05,0.695,3JvKfv6T31zO0ini8iNItO,2txHhyCwHjUEpJjWrEyqyX,chill pop,Other
lovely (with Khalid),Billie Eilish,art pop; pop,86,0.351,0.296,115.284,0.12,0.0,0.934,0u2P5u6lvoDfwTYjAADbn4,6qqNVTkY8uBg9cP3Jd7DAH,art pop,Pop
Someone You Loved,Lewis Capaldi,pop; uk pop,85,0.501,0.405,109.891,0.446,0.0,0.751,7qEHsqek33rTcFNT9PFqLf,4GNC7GD6oZMSxPGyXy4MNB,pop,Pop
Story of My Life,One Direction,boy band; pop; post-teen pop; talent show,87,0.6,0.663,121.07,0.286,0.0,0.225,4nVBt6MZDDP6tRVdQTgxJg,4AK6F7OLvEQ5QYCBNiQWHq,boy band,Pop
Shape of You,Ed Sheeran,pop; singer-songwriter pop; uk pop,85,0.825,0.652,95.977,0.931,0.0,0.581,7qiZfU4dY1lWllzX7mPBI3,6eUKZXaKkcviH0Ku9w2n3V,pop,Pop
goosebumps,Travis Scott,rap; slap house,85,0.841,0.728,130.049,0.43,0.0,0.0847,6gBFPUFcJLzWGx4lenP6h2,0Y5tJX1MQlPlqiwlOH1tJY,rap,Hip Hop/Rap
Believer,Imagine Dragons,modern rock; pop; rock,85,0.776,0.78,124.949,0.666,0.0,0.0622,0pqnGHJpmpxLKifKRmU6WP,53XhwfbYqKCa1cC15pYq2q,modern rock,Rock
A Sky Full of Stars,Coldplay,permanent wave; pop,85,0.545,0.675,124.97,0.162,0.00197,0.00617,0FDzzruyVECATHXKHFs9eJ,4gzpq5DPGxSnKTe4SA8HAU,permanent wave,Rock
One Dance,Drake,canadian hip hop; canadian pop; hip hop; pop rap; rap,85,0.792,0.625,103.967,0.37,0.0018,0.00776,1zi7xx7UVEFkmKfv06H8x0,3TVXtAsR1Inumwj472S9r4,canadian hip hop,Hip Hop/Rap
Counting Stars,OneRepublic,piano rock; pop,84,0.663,0.706,122.013,0.474,0.0,0.0654,2tpWsVSb9UEmDRxAl1zhX1,5Pwc4xIPtQLFEnJriah9YJ,piano rock,Other
All The Stars (with SZA),Kendrick Lamar,conscious hip hop; hip hop; rap; west coast rap,84,0.695,0.633,96.782,0.557,0.000195,0.0612,3GCdLUSnKSMJhs4Tj6CV3s,2YZyLoL8N0Wb9xBt1NhZWg,conscious hip hop,Hip Hop/Rap
What Makes You Beautiful,One Direction,boy band; pop; post-teen pop; talent show,85,0.726,0.787,124.99,0.888,0.0,0.009,4cluDES4hQEUhmXj6TXkSo,4AK6F7OLvEQ5QYCBNiQWHq,boy band,Pop
Perfect,Ed Sheeran,pop; singer-songwriter pop; uk pop,85,0.599,0.448,95.05,0.168,0.0,0.163,0tgVpDi06FyKpA1z0VMD4v,6eUKZXaKkcviH0Ku9w2n3V,pop,Pop
Sure Thing,Miguel,r&b; urban contemporary,84,0.684,0.607,81.001,0.498,0.000307,0.0267,0JXXNGljqupsJaZsgSbMZV,360IAlyVv4PCEVjgyMZrxK,r&b,R&B
Unforgettable,French Montana,hip hop; pop rap; rap; southern hip hop; trap,84,0.726,0.769,97.985,0.733,0.0101,0.0293,3B54sVLJ402zGa6Xm4YGNe,6vXTefBL93Dj5IqAWq6OTv,hip hop,Hip Hop/Rap
Do I Wanna Know?,Arctic Monkeys,garage rock; modern rock; permanent wave; rock; sheffield indie,84,0.548,0.532,85.03,0.405,0.000263,0.186,5FVd6KXrgO9B3JPmC8OPst,7Ln80lUS6He07XvHI8qqHH,garage rock,Rock
Daddy Issues,The Neighbourhood,modern alternative rock; modern rock; pop,84,0.588,0.521,85.012,0.337,0.149,0.0678,5E30LdtzQTGqRvNd7l6kG5,77SW9BnxLY8rJ0RciFqkHh,modern alternative rock,Alternative/Indie
Give Me Everything (feat. Nayer),Pitbull,dance pop; miami hip hop; pop,84,0.671,0.939,129.024,0.53,0.0,0.191,4QNpBfC0zvjKqPJcyqBy9W,0TnOYISbd1XYRBk9myaseg,dance pop,Pop
Pumped Up Kicks,Foster The People,indietronica; modern alternative rock; modern rock; rock,84,0.733,0.71,127.975,0.965,0.115,0.145,7w87IxuO7BDcJ3YUqCyMTT,7gP3bB2nilZXLfPHJhMdvc,indietronica,Alternative/Indie
